연도코드,시도명,시군구코드,사고위험지역명,사고위험지역id,총사고건수,총사망자수,총중상자수,총경상자수,사고분석유형명,반경내카메라수,반경내과속카메라,반경내신호카메라,카메라효과비율,cluster,군집라벨
2017,경북,47210,경상북도 영주시내에서 2017년도에 반경100m 이내 다른사고6건 이상 지역,37975,18,1,7,21,U턴중 / 기타,0,0,0,0.0,1,사망위험 (사망사고 집중)
2017,경북,47210,경상북도 영주시내에서 2017년도에 반경100m 이내 다른사고6건 이상 지역,37976,22,0,5,21,기타,0,0,0,0.0,0,부족 (카메라少)
2017,경북,47230,경상북도 영천시내에서 2017년도에 반경100m 이내 다른사고4건 이상 지역,37978,13,0,2,18,기타 / 안전거리미확보 / U턴중,1,0,1,33.33333333333333,3,과잉 (카메라多 사고少)
2017,경북,47230,경상북도 영천시내에서 2017년도에 반경100m 이내 다른사고4건 이상 지역,37979,6,0,2,12,U턴중 / 기타,0,0,0,0.0,0,부족 (카메라少)
2017,경북,47230,경상북도 영천시내에서 2017년도에 반경100m 이내 다른사고4건 이상 지역,37980,5,0,3,13,U턴중 / 기타 / 안전거리미확보,0,0,0,33.33333333333333,0,부족 (카메라少)
2017,경북,47230,경상북도 영천시내에서 2017년도에 반경100m 이내 다른사고4건 이상 지역,37981,14,0,5,19,U턴중 / 기타 / 안전거리미확보,0,0,0,33.33333333333333,0,부족 (카메라少)
2017,경북,47230,경상북도 영천시내에서 2017년도에 반경100m 이내 다른사고4건 이상 지역,37982,7,0,0,11,U턴중 / 기타,0,0,0,0.0,0,부족 (카메라少)
2017,경북,47230,경상북도 영천시내에서 2017년도에 반경100m 이내 다른사고4건 이상 지역,37983,9,0,1,15,기타,0,0,0,0.0,0,부족 (카메라少)
2017,경북,47230,경상북도 영천시내에서 2017년도에 반경100m 이내 다른사고4건 이상 지역,37984,8,0,4,12,기타,0,0,0,0.0,0,부족 (카메라少)
2017,경북,47230,경상북도 영천시내에서 2017년도에 반경100m 이내 다른사고4건 이상 지역,37985,9,0,4,13,기타 / 안전거리미확보,0,0,0,50.0,0,부족 (카메라少)
2017,경북,47230,경상북도 영천시내에서 2017년도에 반경100m 이내 다른사고4건 이상 지역,37986,4,0,1,9,기타 / 안전거리미확보,0,0,0,50.0,0,부족 (카메라少)
2017,경북,47230,경상북도 영천시내에서 2017년도에 반경100m 이내 다른사고4건 이상 지역,37987,5,0,1,7,기타,0,0,0,0.0,0,부족 (카메라少)
2017,경북,47250,경상북도 상주시내에서 2017년도에 반경100m 이내 다른사고4건 이상 지역,37989,4,0,1,5,기타 / 안전거리미확보,0,0,0,50.0,0,부족 (카메라少)
2017,경북,47250,경상북도 상주시내에서 2017년도에 반경100m 이내 다른사고4건 이상 지역,37990,4,0,0,12,안전거리미확보 / 기타,0,0,0,50.0,0,부족 (카메라少)
2017,경북,47250,경상북도 상주시내에서 2017년도에 반경100m 이내 다른사고4건 이상 지역,37991,5,1,1,4,기타,0,0,0,0.0,1,사망위험 (사망사고 집중)
2017,경북,47250,경상북도 상주시내에서 2017년도에 반경100m 이내 다른사고4건 이상 지역,37992,4,0,0,10,기타,0,0,0,0.0,0,부족 (카메라少)
2017,경북,47250,경상북도 상주시내에서 2017년도에 반경100m 이내 다른사고4건 이상 지역,37993,4,0,2,2,기타,0,0,0,0.0,0,부족 (카메라少)
2017,경북,47250,경상북도 상주시내에서 2017년도에 반경100m 이내 다른사고4건 이상 지역,37994,23,1,9,21,기타 / U턴중 / 안전거리미확보,0,0,0,33.33333333333333,1,사망위험 (사망사고 집중)
2017,경북,47250,경상북도 상주시내에서 2017년도에 반경100m 이내 다른사고4건 이상 지역,37995,41,1,19,33,기타 / 안전거리미확보,0,0,0,50.0,2,사고다발 (사고多+중상多)
2017,경북,47280,경상북도 문경시내에서 2017년도에 반경100m 이내 다른사고4건 이상 지역,37997,12,0,6,13,기타 / 안전거리미확보,0,0,0,50.0,0,부족 (카메라少)
2017,경북,47280,경상북도 문경시내에서 2017년도에 반경100m 이내 다른사고4건 이상 지역,37998,27,0,11,29,U턴중 / 기타 / 안전거리미확보,0,0,0,33.33333333333333,2,사고다발 (사고多+중상多)
2017,경북,47290,경상북도 경산시내에서 2017년도에 반경100m 이내 다른사고6건 이상 지역,38000,6,0,3,11,기타,0,0,0,0.0,0,부족 (카메라少)
2017,경북,47290,경상북도 경산시내에서 2017년도에 반경100m 이내 다른사고6건 이상 지역,38001,6,0,3,6,기타,0,0,0,0.0,0,부족 (카메라少)
2017,경북,47290,경상북도 경산시내에서 2017년도에 반경100m 이내 다른사고6건 이상 지역,38002,14,0,7,8,U턴중 / 기타 / 안전거리미확보,0,0,0,33.33333333333333,0,부족 (카메라少)
2017,경북,47290,경상북도 경산시내에서 2017년도에 반경100m 이내 다른사고6건 이상 지역,38003,6,0,5,3,기타,0,0,0,0.0,0,부족 (카메라少)
2017,경북,47290,경상북도 경산시내에서 2017년도에 반경100m 이내 다른사고6건 이상 지역,38004,10,0,5,6,기타 / 안전거리미확보,0,0,0,50.0,0,부족 (카메라少)
2017,경북,47290,경상북도 경산시내에서 2017년도에 반경100m 이내 다른사고6건 이상 지역,38005,30,0,22,28,기타 / 안전거리미확보,0,0,0,50.0,2,사고다발 (사고多+중상多)
2017,경북,47290,경상북도 경산시내에서 2017년도에 반경100m 이내 다른사고6건 이상 지역,38006,13,2,4,12,U턴중 / 기타,0,0,0,0.0,1,사망위험 (사망사고 집중)
2017,경북,47290,경상북도 경산시내에서 2017년도에 반경100m 이내 다른사고6건 이상 지역,38007,20,0,9,23,기타 / 안전거리미확보,0,0,0,50.0,0,부족 (카메라少)
2017,경북,47290,경상북도 경산시내에서 2017년도에 반경100m 이내 다른사고6건 이상 지역,38008,11,0,3,16,기타,0,0,0,0.0,0,부족 (카메라少)
2017,경북,47290,경상북도 경산시내에서 2017년도에 반경100m 이내 다른사고6건 이상 지역,38009,9,1,6,8,U턴중 / 안전거리미확보 / 기타,0,0,0,33.33333333333333,1,사망위험 (사망사고 집중)
2017,경북,47290,경상북도 경산시내에서 2017년도에 반경100m 이내 다른사고6건 이상 지역,38010,10,0,4,10,기타 / U턴중,0,0,0,0.0,0,부족 (카메라少)
2017,경북,47290,경상북도 경산시내에서 2017년도에 반경100m 이내 다른사고6건 이상 지역,38011,7,0,4,6,U턴중 / 기타,0,0,0,0.0,0,부족 (카메라少)
2017,경북,47290,경상북도 경산시내에서 2017년도에 반경100m 이내 다른사고6건 이상 지역,38012,7,1,1,6,U턴중 / 안전거리미확보 / 기타,0,0,0,33.33333333333333,1,사망위험 (사망사고 집중)
2017,경북,47290,경상북도 경산시내에서 2017년도에 반경100m 이내 다른사고6건 이상 지역,38013,9,0,2,7,기타,0,0,0,0.0,0,부족 (카메라少)
2017,경북,47290,경상북도 경산시내에서 2017년도에 반경100m 이내 다른사고6건 이상 지역,38014,10,0,2,18,안전거리미확보 / 기타,0,0,0,50.0,0,부족 (카메라少)
2017,경북,47290,경상북도 경산시내에서 2017년도에 반경100m 이내 다른사고6건 이상 지역,38015,6,1,1,5,U턴중 / 기타,0,0,0,0.0,1,사망위험 (사망사고 집중)
2017,경북,47290,경상북도 경산시내에서 2017년도에 반경100m 이내 다른사고6건 이상 지역,38016,34,0,12,29,안전거리미확보 / 신호위반 / 기타 / U턴중,0,0,0,50.0,2,사고다발 (사고多+중상多)
2017,경북,47730,경상북도 의성군내에서 2017년도에 반경100m 이내 다른사고4건 이상 지역,38018,4,2,0,2,신호위반 / 기타,1,1,0,50.0,1,사망위험 (사망사고 집중)
2017,경북,47730,경상북도 의성군내에서 2017년도에 반경100m 이내 다른사고4건 이상 지역,38019,6,1,2,4,U턴중 / 신호위반 / 기타 / 안전거리미확보,0,0,0,50.0,1,사망위험 (사망사고 집중)
2017,경북,47730,경상북도 의성군내에서 2017년도에 반경100m 이내 다른사고4건 이상 지역,38020,7,0,4,13,기타 / 안전거리미확보,0,0,0,50.0,0,부족 (카메라少)
2017,경북,47760,경상북도 영양군내에서 2017년도에 반경100m 이내 다른사고4건 이상 지역,38022,5,0,3,8,기타,0,0,0,0.0,0,부족 (카메라少)
2017,경북,47760,경상북도 영양군내에서 2017년도에 반경100m 이내 다른사고4건 이상 지역,38023,7,1,3,4,기타,0,0,0,0.0,1,사망위험 (사망사고 집중)
2017,경북,47770,경상북도 영덕군내에서 2017년도에 반경100m 이내 다른사고4건 이상 지역,38025,7,2,2,10,과속 / 안전거리미확보 / 기타,0,0,0,66.66666666666666,1,사망위험 (사망사고 집중)
2017,경북,47770,경상북도 영덕군내에서 2017년도에 반경100m 이내 다른사고4건 이상 지역,38026,4,0,3,1,기타 / 안전거리미확보,0,0,0,50.0,0,부족 (카메라少)
2017,경북,47770,경상북도 영덕군내에서 2017년도에 반경100m 이내 다른사고4건 이상 지역,38027,4,0,2,5,기타,0,0,0,0.0,0,부족 (카메라少)
2017,경북,47770,경상북도 영덕군내에서 2017년도에 반경100m 이내 다른사고4건 이상 지역,38028,16,2,4,23,안전거리미확보 / 기타 / U턴중,0,0,0,33.33333333333333,1,사망위험 (사망사고 집중)
2017,경북,47820,경상북도 청도군내에서 2017년도에 반경100m 이내 다른사고4건 이상 지역,38030,4,0,7,6,기타 / U턴중,0,0,0,0.0,0,부족 (카메라少)
2017,경북,47820,경상북도 청도군내에서 2017년도에 반경100m 이내 다른사고4건 이상 지역,38031,6,0,2,5,기타,0,0,0,0.0,0,부족 (카메라少)
2017,경북,47820,경상북도 청도군내에서 2017년도에 반경100m 이내 다른사고4건 이상 지역,38032,6,1,0,6,안전거리미확보 / 기타,0,0,0,50.0,1,사망위험 (사망사고 집중)
2017,경북,47820,경상북도 청도군내에서 2017년도에 반경100m 이내 다른사고4건 이상 지역,38033,4,1,3,3,기타,0,0,0,0.0,1,사망위험 (사망사고 집중)
2017,경북,47820,경상북도 청도군내에서 2017년도에 반경100m 이내 다른사고4건 이상 지역,38034,7,0,7,6,U턴중 / 기타,0,0,0,0.0,0,부족 (카메라少)
2017,경북,47830,경상북도 고령군내에서 2017년도에 반경100m 이내 다른사고4건 이상 지역,38036,4,0,1,3,기타,0,0,0,0.0,0,부족 (카메라少)
2017,경북,47830,경상북도 고령군내에서 2017년도에 반경100m 이내 다른사고4건 이상 지역,38037,5,0,3,3,기타,0,0,0,0.0,0,부족 (카메라少)
2017,경북,47830,경상북도 고령군내에서 2017년도에 반경100m 이내 다른사고4건 이상 지역,38038,5,0,2,6,기타,0,0,0,0.0,0,부족 (카메라少)
2017,경북,47840,경상북도 성주군내에서 2017년도에 반경100m 이내 다른사고4건 이상 지역,38040,5,0,1,5,안전거리미확보 / 기타,0,0,0,50.0,0,부족 (카메라少)
2017,경북,47840,경상북도 성주군내에서 2017년도에 반경100m 이내 다른사고4건 이상 지역,38041,5,0,2,5,기타,0,0,0,0.0,0,부족 (카메라少)
2017,경북,47850,경상북도 칠곡군내에서 2017년도에 반경100m 이내 다른사고6건 이상 지역,38043,7,0,4,8,안전거리미확보 / 기타 / U턴중,0,0,0,33.33333333333333,0,부족 (카메라少)
2017,경북,47850,경상북도 칠곡군내에서 2017년도에 반경100m 이내 다른사고6건 이상 지역,38044,6,0,5,1,기타,0,0,0,0.0,0,부족 (카메라少)
2017,경북,47850,경상북도 칠곡군내에서 2017년도에 반경100m 이내 다른사고6건 이상 지역,38045,7,0,0,8,기타,0,0,0,0.0,0,부족 (카메라少)
2017,경북,47850,경상북도 칠곡군내에서 2017년도에 반경100m 이내 다른사고6건 이상 지역,38046,10,0,6,5,기타,0,0,0,0.0,0,부족 (카메라少)
2017,경북,47850,경상북도 칠곡군내에서 2017년도에 반경100m 이내 다른사고6건 이상 지역,38047,11,0,3,7,기타,0,0,0,0.0,0,부족 (카메라少)
2017,경북,47850,경상북도 칠곡군내에서 2017년도에 반경100m 이내 다른사고6건 이상 지역,38048,8,0,4,8,기타,0,0,0,0.0,0,부족 (카메라少)
2017,경북,47850,경상북도 칠곡군내에서 2017년도에 반경100m 이내 다른사고6건 이상 지역,38049,7,0,2,3,기타,0,0,0,0.0,0,부족 (카메라少)
2017,경북,47850,경상북도 칠곡군내에서 2017년도에 반경100m 이내 다른사고6건 이상 지역,38050,13,0,3,11,기타 / 안전거리미확보,0,0,0,50.0,0,부족 (카메라少)
2017,경북,47850,경상북도 칠곡군내에서 2017년도에 반경100m 이내 다른사고6건 이상 지역,38051,10,0,0,15,U턴중 / 기타,0,0,0,0.0,0,부족 (카메라少)
2017,경북,47900,경상북도 예천군내에서 2017년도에 반경100m 이내 다른사고4건 이상 지역,38053,4,0,3,1,기타,0,0,0,0.0,0,부족 (카메라少)
2017,경북,47900,경상북도 예천군내에서 2017년도에 반경100m 이내 다른사고4건 이상 지역,38054,5,0,4,2,기타 / 안전거리미확보,0,0,0,50.0,0,부족 (카메라少)
2017,경북,47900,경상북도 예천군내에서 2017년도에 반경100m 이내 다른사고4건 이상 지역,38055,4,0,3,4,기타,0,0,0,0.0,0,부족 (카메라少)
2017,경남,48121,경상남도 창원시 의창구내에서 2017년도에 반경50m 이내 다른사고8건 이상 지역,38057,8,0,6,6,기타 / 안전거리미확보,1,0,1,50.0,3,과잉 (카메라多 사고少)
2017,경남,48121,경상남도 창원시 의창구내에서 2017년도에 반경50m 이내 다른사고8건 이상 지역,38058,14,0,3,15,기타 / 안전거리미확보,0,0,0,50.0,0,부족 (카메라少)
2017,경남,48121,경상남도 창원시 의창구내에서 2017년도에 반경50m 이내 다른사고8건 이상 지역,38059,21,0,5,26,기타 / U턴중 / 안전거리미확보,0,0,0,33.33333333333333,0,부족 (카메라少)
2017,경남,48123,경상남도 창원시 성산구내에서 2017년도에 반경50m 이내 다른사고6건 이상 지역,38061,6,3,6,8,기타,0,0,0,0.0,1,사망위험 (사망사고 집중)
2017,경남,48123,경상남도 창원시 성산구내에서 2017년도에 반경50m 이내 다른사고6건 이상 지역,38062,6,0,1,8,U턴중 / 기타,0,0,0,0.0,0,부족 (카메라少)
2017,경남,48123,경상남도 창원시 성산구내에서 2017년도에 반경50m 이내 다른사고6건 이상 지역,38063,6,0,5,6,U턴중 / 기타,0,0,0,0.0,0,부족 (카메라少)
2017,경남,48123,경상남도 창원시 성산구내에서 2017년도에 반경50m 이내 다른사고6건 이상 지역,38064,8,0,8,7,기타,0,0,0,0.0,0,부족 (카메라少)
2017,경남,48123,경상남도 창원시 성산구내에서 2017년도에 반경50m 이내 다른사고6건 이상 지역,38065,8,0,3,8,U턴중 / 기타,2,0,2,0.0,3,과잉 (카메라多 사고少)
2017,경남,48123,경상남도 창원시 성산구내에서 2017년도에 반경50m 이내 다른사고6건 이상 지역,38066,7,0,1,6,기타,0,0,0,0.0,0,부족 (카메라少)
2017,경남,48123,경상남도 창원시 성산구내에서 2017년도에 반경50m 이내 다른사고6건 이상 지역,38067,7,0,1,9,U턴중 / 기타,0,0,0,0.0,0,부족 (카메라少)
2017,경남,48123,경상남도 창원시 성산구내에서 2017년도에 반경50m 이내 다른사고6건 이상 지역,38068,6,0,8,8,기타,0,0,0,0.0,0,부족 (카메라少)
2017,경남,48123,경상남도 창원시 성산구내에서 2017년도에 반경50m 이내 다른사고6건 이상 지역,38069,10,1,5,7,기타 / U턴중,0,0,0,0.0,1,사망위험 (사망사고 집중)
2017,경남,48125,경상남도 창원시 마산합포구내에서 2017년도에 반경50m 이내 다른사고6건 이상 지역,38071,7,0,9,9,기타,0,0,0,0.0,0,부족 (카메라少)
2017,경남,48125,경상남도 창원시 마산합포구내에서 2017년도에 반경50m 이내 다른사고6건 이상 지역,38072,6,0,0,10,기타 / 안전거리미확보,0,0,0,50.0,0,부족 (카메라少)
2017,경남,48125,경상남도 창원시 마산합포구내에서 2017년도에 반경50m 이내 다른사고6건 이상 지역,38073,8,0,3,4,기타 / 신호위반,0,0,0,50.0,0,부족 (카메라少)
2017,경남,48125,경상남도 창원시 마산합포구내에서 2017년도에 반경50m 이내 다른사고6건 이상 지역,38074,9,0,7,5,기타,0,0,0,0.0,0,부족 (카메라少)
2017,경남,48125,경상남도 창원시 마산합포구내에서 2017년도에 반경50m 이내 다른사고6건 이상 지역,38075,8,0,3,9,기타 / 안전거리미확보,0,0,0,50.0,0,부족 (카메라少)
2017,경남,48125,경상남도 창원시 마산합포구내에서 2017년도에 반경50m 이내 다른사고6건 이상 지역,38076,10,0,4,9,중앙선침범 / U턴중 / 기타 / 안전거리미확보,0,0,0,50.0,0,부족 (카메라少)
2017,경남,48125,경상남도 창원시 마산합포구내에서 2017년도에 반경50m 이내 다른사고6건 이상 지역,38077,7,0,4,11,기타,0,0,0,0.0,0,부족 (카메라少)
2017,경남,48125,경상남도 창원시 마산합포구내에서 2017년도에 반경50m 이내 다른사고6건 이상 지역,38078,8,0,3,9,기타,0,0,0,0.0,0,부족 (카메라少)
2017,경남,48125,경상남도 창원시 마산합포구내에서 2017년도에 반경50m 이내 다른사고6건 이상 지역,38079,13,0,4,17,기타,0,0,0,0.0,0,부족 (카메라少)
2017,경남,48127,경상남도 창원시 마산회원구내에서 2017년도에 반경50m 이내 다른사고6건 이상 지역,38081,6,0,2,9,신호위반 / 기타,0,0,0,50.0,0,부족 (카메라少)
2017,경남,48127,경상남도 창원시 마산회원구내에서 2017년도에 반경50m 이내 다른사고6건 이상 지역,38082,6,0,1,5,기타,0,0,0,0.0,0,부족 (카메라少)
2017,경남,48129,경상남도 창원시 진해구내에서 2017년도에 반경50m 이내 다른사고6건 이상 지역,38084,8,0,4,10,기타 / 안전거리미확보 / 신호위반 / U턴중,0,0,0,50.0,0,부족 (카메라少)
2017,경남,48129,경상남도 창원시 진해구내에서 2017년도에 반경50m 이내 다른사고6건 이상 지역,38085,8,0,2,17,U턴중 / 기타 / 안전거리미확보,0,0,0,33.33333333333333,0,부족 (카메라少)
2017,경남,48129,경상남도 창원시 진해구내에서 2017년도에 반경50m 이내 다른사고6건 이상 지역,38086,10,0,3,8,안전거리미확보 / 기타 / U턴중,0,0,0,33.33333333333333,0,부족 (카메라少)
2017,경남,48129,경상남도 창원시 진해구내에서 2017년도에 반경50m 이내 다른사고6건 이상 지역,38087,7,0,6,13,기타 / 안전거리미확보,0,0,0,50.0,0,부족 (카메라少)
2017,경남,48129,경상남도 창원시 진해구내에서 2017년도에 반경50m 이내 다른사고6건 이상 지역,38088,8,1,3,6,기타 / 신호위반 / 안전거리미확보 / U턴중,0,0,0,50.0,1,사망위험 (사망사고 집중)
2017,경남,48129,경상남도 창원시 진해구내에서 2017년도에 반경50m 이내 다른사고6건 이상 지역,38089,11,0,2,9,안전거리미확보 / 신호위반 / 기타,0,0,0,66.66666666666666,0,부족 (카메라少)
2017,경남,48129,경상남도 창원시 진해구내에서 2017년도에 반경50m 이내 다른사고6건 이상 지역,38090,7,0,7,4,안전거리미확보 / 기타,0,0,0,50.0,0,부족 (카메라少)
2017,경남,48129,경상남도 창원시 진해구내에서 2017년도에 반경50m 이내 다른사고6건 이상 지역,38091,6,1,2,7,기타,0,0,0,0.0,1,사망위험 (사망사고 집중)
2017,경남,48170,경상남도 진주시내에서 2017년도에 반경100m 이내 다른사고6건 이상 지역,38093,10,0,9,7,U턴중 / 기타,0,0,0,0.0,0,부족 (카메라少)
2017,경남,48170,경상남도 진주시내에서 2017년도에 반경100m 이내 다른사고6건 이상 지역,38094,6,0,5,3,기타 / 안전거리미확보,2,0,2,50.0,3,과잉 (카메라多 사고少)
2017,경남,48170,경상남도 진주시내에서 2017년도에 반경100m 이내 다른사고6건 이상 지역,38095,6,0,6,0,기타,0,0,0,0.0,0,부족 (카메라少)
2017,경남,48170,경상남도 진주시내에서 2017년도에 반경100m 이내 다른사고6건 이상 지역,38096,7,0,2,7,신호위반 / 기타 / 안전거리미확보,0,0,0,66.66666666666666,0,부족 (카메라少)
2017,경남,48170,경상남도 진주시내에서 2017년도에 반경100m 이내 다른사고6건 이상 지역,38097,6,0,6,2,기타 / U턴중,0,0,0,0.0,0,부족 (카메라少)
2017,경남,48170,경상남도 진주시내에서 2017년도에 반경100m 이내 다른사고6건 이상 지역,38098,9,0,9,1,기타,0,0,0,0.0,0,부족 (카메라少)
2017,경남,48170,경상남도 진주시내에서 2017년도에 반경100m 이내 다른사고6건 이상 지역,38099,25,2,13,17,기타 / 신호위반,0,0,0,50.0,1,사망위험 (사망사고 집중)
2017,경남,48220,경상남도 통영시내에서 2017년도에 반경100m 이내 다른사고6건 이상 지역,38101,7,0,3,9,기타,0,0,0,0.0,0,부족 (카메라少)
2017,경남,48220,경상남도 통영시내에서 2017년도에 반경100m 이내 다른사고6건 이상 지역,38102,9,0,2,11,기타 / 안전거리미확보,0,0,0,50.0,0,부족 (카메라少)
2017,경남,48220,경상남도 통영시내에서 2017년도에 반경100m 이내 다른사고6건 이상 지역,38103,10,0,2,11,U턴중 / 기타,0,0,0,0.0,0,부족 (카메라少)
2017,경남,48220,경상남도 통영시내에서 2017년도에 반경100m 이내 다른사고6건 이상 지역,38104,16,0,8,17,U턴중 / 신호위반 / 안전거리미확보 / 기타,0,0,0,50.0,0,부족 (카메라少)
2017,경남,48220,경상남도 통영시내에서 2017년도에 반경100m 이내 다른사고6건 이상 지역,38105,20,0,7,19,안전거리미확보 / 기타,0,0,0,50.0,0,부족 (카메라少)
2017,경남,48220,경상남도 통영시내에서 2017년도에 반경100m 이내 다른사고6건 이상 지역,38106,56,0,24,39,신호위반 / 안전거리미확보 / 기타,0,0,0,66.66666666666666,2,사고다발 (사고多+중상多)
2017,경남,48240,경상남도 사천시내에서 2017년도에 반경100m 이내 다른사고6건 이상 지역,38108,12,1,5,4,기타 / 중앙선침범,0,0,0,50.0,1,사망위험 (사망사고 집중)
2017,경남,48240,경상남도 사천시내에서 2017년도에 반경100m 이내 다른사고6건 이상 지역,38109,6,1,8,6,기타 / U턴중,0,0,0,0.0,1,사망위험 (사망사고 집중)
2017,경남,48240,경상남도 사천시내에서 2017년도에 반경100m 이내 다른사고6건 이상 지역,38110,7,0,2,8,기타,0,0,0,0.0,0,부족 (카메라少)
2017,경남,48240,경상남도 사천시내에서 2017년도에 반경100m 이내 다른사고6건 이상 지역,38111,6,0,5,6,기타,0,0,0,0.0,0,부족 (카메라少)
2017,경남,48240,경상남도 사천시내에서 2017년도에 반경100m 이내 다른사고6건 이상 지역,38112,6,0,3,4,기타,0,0,0,0.0,0,부족 (카메라少)
2017,경남,48240,경상남도 사천시내에서 2017년도에 반경100m 이내 다른사고6건 이상 지역,38113,7,0,3,7,기타,0,0,0,0.0,0,부족 (카메라少)
2017,경남,48240,경상남도 사천시내에서 2017년도에 반경100m 이내 다른사고6건 이상 지역,38114,6,0,3,6,기타,0,0,0,0.0,0,부족 (카메라少)
2017,경남,48240,경상남도 사천시내에서 2017년도에 반경100m 이내 다른사고6건 이상 지역,38115,19,0,7,10,신호위반 / U턴중 / 기타,0,0,0,33.33333333333333,0,부족 (카메라少)
2017,경남,48240,경상남도 사천시내에서 2017년도에 반경100m 이내 다른사고6건 이상 지역,38116,7,0,2,7,기타,0,0,0,0.0,0,부족 (카메라少)
2017,경남,48250,경상남도 김해시내에서 2017년도에 반경80m 이내 다른사고10건 이상 지역,38118,15,0,13,10,기타 / U턴중,0,0,0,0.0,2,사고다발 (사고多+중상多)
2017,경남,48250,경상남도 김해시내에서 2017년도에 반경80m 이내 다른사고10건 이상 지역,38119,14,0,4,17,기타 / 안전거리미확보 / 신호위반,1,0,1,66.66666666666666,3,과잉 (카메라多 사고少)
2017,경남,48250,경상남도 김해시내에서 2017년도에 반경80m 이내 다른사고10건 이상 지역,38120,12,0,5,10,안전거리미확보 / U턴중 / 기타,2,0,2,33.33333333333333,3,과잉 (카메라多 사고少)
2017,경남,48250,경상남도 김해시내에서 2017년도에 반경80m 이내 다른사고10건 이상 지역,38121,23,0,9,18,신호위반 / 기타 / 안전거리미확보 / U턴중,0,0,0,50.0,0,부족 (카메라少)
2017,경남,48250,경상남도 김해시내에서 2017년도에 반경80m 이내 다른사고10건 이상 지역,38122,30,0,13,32,안전거리미확보 / 기타,0,0,0,50.0,2,사고다발 (사고多+중상多)
2017,경남,48250,경상남도 김해시내에서 2017년도에 반경80m 이내 다른사고10건 이상 지역,38123,17,0,5,15,기타,0,0,0,0.0,0,부족 (카메라少)
2017,경남,48250,경상남도 김해시내에서 2017년도에 반경80m 이내 다른사고10건 이상 지역,38124,11,0,5,16,기타 / 안전거리미확보 / 신호위반 / U턴중,0,0,0,50.0,0,부족 (카메라少)
2017,경남,48250,경상남도 김해시내에서 2017년도에 반경80m 이내 다른사고10건 이상 지역,38125,12,0,5,11,안전거리미확보 / 신호위반 / 기타,0,0,0,66.66666666666666,0,부족 (카메라少)
2017,경남,48250,경상남도 김해시내에서 2017년도에 반경80m 이내 다른사고10건 이상 지역,38126,13,0,7,14,U턴중 / 기타 / 안전거리미확보,0,0,0,33.33333333333333,0,부족 (카메라少)
2017,경남,48250,경상남도 김해시내에서 2017년도에 반경80m 이내 다른사고10건 이상 지역,38127,14,0,8,12,기타 / 신호위반 / 안전거리미확보,0,0,0,66.66666666666666,0,부족 (카메라少)
2017,경남,48270,경상남도 밀양시내에서 2017년도에 반경100m 이내 다른사고4건 이상 지역,38129,4,0,2,4,기타,0,0,0,0.0,0,부족 (카메라少)
2017,경남,48270,경상남도 밀양시내에서 2017년도에 반경100m 이내 다른사고4건 이상 지역,38130,4,1,3,2,기타,0,0,0,0.0,1,사망위험 (사망사고 집중)
2017,경남,48270,경상남도 밀양시내에서 2017년도에 반경100m 이내 다른사고4건 이상 지역,38131,5,0,3,3,중앙선침범 / 기타,0,0,0,50.0,0,부족 (카메라少)
2017,경남,48270,경상남도 밀양시내에서 2017년도에 반경100m 이내 다른사고4건 이상 지역,38132,4,0,4,3,기타,0,0,0,0.0,0,부족 (카메라少)
2017,경남,48270,경상남도 밀양시내에서 2017년도에 반경100m 이내 다른사고4건 이상 지역,38133,6,0,2,7,기타 / 안전거리미확보,0,0,0,50.0,0,부족 (카메라少)
2017,경남,48270,경상남도 밀양시내에서 2017년도에 반경100m 이내 다른사고4건 이상 지역,38134,4,0,2,4,기타 / U턴중,0,0,0,0.0,0,부족 (카메라少)
2017,경남,48270,경상남도 밀양시내에서 2017년도에 반경100m 이내 다른사고4건 이상 지역,38135,6,0,1,7,기타 / 안전거리미확보 / U턴중,0,0,0,33.33333333333333,0,부족 (카메라少)
2017,경남,48270,경상남도 밀양시내에서 2017년도에 반경100m 이내 다른사고4건 이상 지역,38136,4,0,3,1,기타,0,0,0,0.0,0,부족 (카메라少)
2017,경남,48270,경상남도 밀양시내에서 2017년도에 반경100m 이내 다른사고4건 이상 지역,38137,5,0,3,3,기타,0,0,0,0.0,0,부족 (카메라少)
2017,경남,48270,경상남도 밀양시내에서 2017년도에 반경100m 이내 다른사고4건 이상 지역,38138,5,2,1,6,기타 / 신호위반 / 안전거리미확보,0,0,0,66.66666666666666,1,사망위험 (사망사고 집중)
2017,경남,48270,경상남도 밀양시내에서 2017년도에 반경100m 이내 다른사고4건 이상 지역,38139,10,0,5,5,기타,0,0,0,0.0,0,부족 (카메라少)
2017,경남,48310,경상남도 거제시내에서 2017년도에 반경50m 이내 다른사고8건 이상 지역,38141,12,0,8,8,안전거리미확보 / 기타 / 신호위반,0,0,0,66.66666666666666,0,부족 (카메라少)
2017,경남,48310,경상남도 거제시내에서 2017년도에 반경50m 이내 다른사고8건 이상 지역,38142,10,0,5,10,기타 / 안전거리미확보,1,0,1,50.0,3,과잉 (카메라多 사고少)
2017,경남,48310,경상남도 거제시내에서 2017년도에 반경50m 이내 다른사고8건 이상 지역,38143,11,0,3,10,기타 / 신호위반 / 안전거리미확보,0,0,0,66.66666666666666,0,부족 (카메라少)
