우선순위,시도명,사고위험지역명,군집라벨,위험점수,총사고건수,총사망자수,총중상자수,사고분석유형명
2순위 (일반부족 상위10%),서울,서울특별시 금천구내에서 2020년도에 반경50m 이내 다른사고8건 이상 지역,부족,63,28,0,7,기타 / 신호위반 / 안전거리미확보
2순위 (일반부족 상위10%),경기,경기도 안산시상록구내에서 2020년도에 반경50m 이내 다른사고12건 이상 지역,부족,63,23,0,8,기타 / 신호위반 / U턴중 / 안전거리미확보
2순위 (일반부족 상위10%),대구,대구광역시 중구내에서 2022년도에 반경50m 이내 다른사고8건 이상 지역,부족,63,23,0,8,안전거리미확보 / 기타 / U턴중
2순위 (일반부족 상위10%),경기,경기도 수원시 팔달구내에서 2018년도에 반경50m 이내 다른사고12건 이상 지역,부족,63,23,0,8,신호위반 / 기타 / 안전거리미확보
2순위 (일반부족 상위10%),서울,서울특별시 마포구내에서 2017년도에 반경50m 이내 다른사고12건 이상 지역,부족,63,23,0,8,U턴중 / 기타 / 안전거리미확보
2순위 (일반부족 상위10%),서울,서울특별시 동대문구내에서 2020년도에 반경50m 이내 다른사고12건 이상 지역,부족,63,13,0,10,U턴중 / 안전거리미확보 / 신호위반 / 기타
2순위 (일반부족 상위10%),경기,경기도 포천시내에서 2023년도에 반경100m 이내 다른사고6건 이상 지역,부족,63,8,0,11,안전거리미확보 / 기타
2순위 (일반부족 상위10%),서울,서울특별시 동대문구내에서 2022년도에 반경50m 이내 다른사고12건 이상 지역,부족,63,18,0,9,기타 / 안전거리미확보
2순위 (일반부족 상위10%),울산,울산광역시 남구내에서 2018년도에 반경50m 이내 다른사고12건 이상 지역,부족,63,18,0,9,기타
2순위 (일반부족 상위10%),서울,서울특별시 중구내에서 2020년도에 반경50m 이내 다른사고8건 이상 지역,부족,63,23,0,8,기타 / 안전거리미확보
2순위 (일반부족 상위10%),경기,경기도 남양주시내에서 2017년도에 반경80m 이내 다른사고10건 이상 지역,부족,63,18,0,9,기타 / U턴중 / 안전거리미확보
2순위 (일반부족 상위10%),경기,경기도 파주시내에서 2021년도에 반경80m 이내 다른사고10건 이상 지역,부족,63,18,0,9,기타
2순위 (일반부족 상위10%),서울,서울특별시 종로구내에서 2018년도에 반경50m 이내 다른사고12건 이상 지역,부족,63,23,0,8,안전거리미확보 / 기타
2순위 (일반부족 상위10%),경기,경기도 고양시일산동구내에서 2024년도에 반경50m 이내 다른사고8건 이상 지역,부족,63,13,0,10,기타
2순위 (일반부족 상위10%),부산,부산광역시 동래구내에서 2019년도에 반경50m 이내 다른사고8건 이상 지역,부족,63,23,0,8,기타 / U턴중 / 안전거리미확보
2순위 (일반부족 상위10%),서울,서울특별시 강서구내에서 2023년도에 반경50m 이내 다른사고12건 이상 지역,부족,63,13,0,10,기타 / 안전거리미확보
2순위 (일반부족 상위10%),부산,부산광역시 사상구내에서 2023년도에 반경50m 이내 다른사고8건 이상 지역,부족,63,13,0,10,기타 / U턴중 / 안전거리미확보
2순위 (일반부족 상위10%),대구,대구광역시 서구내에서 2019년도에 반경50m 이내 다른사고12건 이상 지역,부족,63,23,0,8,신호위반 / 기타 / 안전거리미확보 / U턴중
2순위 (일반부족 상위10%),서울,서울특별시 중구내에서 2018년도에 반경50m 이내 다른사고12건 이상 지역,부족,63,18,0,9,신호위반 / 기타 / 안전거리미확보 / U턴중
2순위 (일반부족 상위10%),충남,충청남도 천안시동남구내에서 2020년도에 반경50m 이내 다른사고12건 이상 지역,부족,63,23,0,8,U턴중 / 안전거리미확보 / 기타 / 신호위반
2순위 (일반부족 상위10%),서울,서울특별시 동작구내에서 2019년도에 반경50m 이내 다른사고12건 이상 지역,부족,63,23,0,8,기타 / U턴중 / 안전거리미확보
2순위 (일반부족 상위10%),대구,대구광역시 동구내에서 2017년도에 반경50m 이내 다른사고12건 이상 지역,부족,63,18,0,9,기타 / 안전거리미확보
2순위 (일반부족 상위10%),대구,대구광역시 북구내에서 2017년도에 반경50m 이내 다른사고12건 이상 지역,부족,63,18,0,9,기타
2순위 (일반부족 상위10%),경기,경기도 성남시 수정구내에서 2019년도에 반경50m 이내 다른사고8건 이상 지역,부족,63,28,0,7,U턴중 / 기타 / 신호위반 / 안전거리미확보
2순위 (일반부족 상위10%),전남,전라남도 목포시내에서 2017년도에 반경80m 이내 다른사고10건 이상 지역,부족,62,27,0,7,U턴중 / 기타 / 신호위반 / 중앙선침범
2순위 (일반부족 상위10%),서울,서울특별시 종로구내에서 2017년도에 반경50m 이내 다른사고12건 이상 지역,부족,62,27,0,7,신호위반 / 기타 / U턴중 / 안전거리미확보
2순위 (일반부족 상위10%),충남,충청남도 태안군내에서 2017년도에 반경100m 이내 다른사고4건 이상 지역,부족,62,22,0,8,기타 / U턴중 / 안전거리미확보
2순위 (일반부족 상위10%),서울,서울특별시 송파구내에서 2022년도에 반경50m 이내 다른사고14건 이상 지역,부족,62,27,0,7,기타 / U턴중 / 안전거리미확보
2순위 (일반부족 상위10%),대전,대전광역시 서구내에서 2017년도에 반경50m 이내 다른사고14건 이상 지역,부족,62,27,0,7,기타 / U턴중 / 안전거리미확보
2순위 (일반부족 상위10%),대전,대전광역시 서구내에서 2017년도에 반경50m 이내 다른사고14건 이상 지역,부족,62,22,0,8,안전거리미확보 / 기타
2순위 (일반부족 상위10%),서울,서울특별시 강서구내에서 2022년도에 반경50m 이내 다른사고12건 이상 지역,부족,62,17,0,9,안전거리미확보 / 기타
2순위 (일반부족 상위10%),경기,경기도 의정부시내에서 2018년도에 반경80m 이내 다른사고10건 이상 지역,부족,62,27,0,7,안전거리미확보 / 기타
2순위 (일반부족 상위10%),서울,서울특별시 중랑구내에서 2024년도에 반경50m 이내 다른사고12건 이상 지역,부족,62,17,0,9,기타 / 안전거리미확보
2순위 (일반부족 상위10%),서울,서울특별시 성북구내에서 2024년도에 반경50m 이내 다른사고12건 이상 지역,부족,62,27,0,7,신호위반 / 안전거리미확보 / 기타
2순위 (일반부족 상위10%),서울,서울특별시 금천구내에서 2020년도에 반경50m 이내 다른사고8건 이상 지역,부족,62,32,0,6,기타 / 안전거리미확보
2순위 (일반부족 상위10%),서울,서울특별시 노원구내에서 2020년도에 반경50m 이내 다른사고12건 이상 지역,부족,62,12,0,10,안전거리미확보 / 기타
2순위 (일반부족 상위10%),경기,경기도 수원시 영통구내에서 2018년도에 반경50m 이내 다른사고8건 이상 지역,부족,62,17,0,9,신호위반 / 안전거리미확보 / 기타
2순위 (일반부족 상위10%),경기,경기도 수원시 팔달구내에서 2018년도에 반경50m 이내 다른사고12건 이상 지역,부족,62,22,0,8,U턴중 / 기타 / 안전거리미확보
2순위 (일반부족 상위10%),인천,인천광역시 연수구내에서 2017년도에 반경50m 이내 다른사고6건 이상 지역,부족,62,12,0,10,기타
2순위 (일반부족 상위10%),강원,강원도 원주시내에서 2018년도에 반경80m 이내 다른사고10건 이상 지역,부족,62,22,0,8,안전거리미확보 / 기타
2순위 (일반부족 상위10%),경기,경기도 수원시 장안구내에서 2023년도에 반경50m 이내 다른사고8건 이상 지역,부족,62,27,0,7,U턴중 / 안전거리미확보 / 기타 / 신호위반
2순위 (일반부족 상위10%),서울,서울특별시 성북구내에서 2021년도에 반경50m 이내 다른사고12건 이상 지역,부족,62,12,0,10,U턴중 / 기타 / 안전거리미확보
2순위 (일반부족 상위10%),경북,경상북도 구미시내에서 2021년도에 반경80m 이내 다른사고10건 이상 지역,부족,62,27,0,7,안전거리미확보 / U턴중 / 신호위반 / 기타
2순위 (일반부족 상위10%),부산,부산광역시 동구내에서 2021년도에 반경50m 이내 다른사고6건 이상 지역,부족,62,22,0,8,기타 / 안전거리미확보
2순위 (일반부족 상위10%),경기,경기도 안양시동안구내에서 2020년도에 반경50m 이내 다른사고8건 이상 지역,부족,62,22,0,8,신호위반 / 기타 / 안전거리미확보 / U턴중
2순위 (일반부족 상위10%),서울,서울특별시 영등포구내에서 2018년도에 반경50m 이내 다른사고14건 이상 지역,부족,62,22,0,8,안전거리미확보 / 기타
2순위 (일반부족 상위10%),전남,전라남도 여수시내에서 2018년도에 반경80m 이내 다른사고10건 이상 지역,부족,62,22,0,8,신호위반 / 안전거리미확보 / 기타 / U턴중
2순위 (일반부족 상위10%),서울,서울특별시 구로구내에서 2024년도에 반경50m 이내 다른사고12건 이상 지역,부족,62,27,0,7,안전거리미확보 / U턴중 / 기타 / 신호위반
2순위 (일반부족 상위10%),경기,경기도 의정부시내에서 2024년도에 반경80m 이내 다른사고10건 이상 지역,부족,62,17,0,9,기타 / 안전거리미확보 / 신호위반
2순위 (일반부족 상위10%),경기,경기도 수원시 팔달구내에서 2020년도에 반경50m 이내 다른사고8건 이상 지역,부족,62,32,0,6,안전거리미확보 / 기타 / U턴중
2순위 (일반부족 상위10%),부산,부산광역시 사상구내에서 2018년도에 반경50m 이내 다른사고8건 이상 지역,부족,62,17,0,9,U턴중 / 기타 / 안전거리미확보
2순위 (일반부족 상위10%),경기,경기도 수원시 영통구내에서 2022년도에 반경50m 이내 다른사고8건 이상 지역,부족,62,27,0,7,기타 / 안전거리미확보
2순위 (일반부족 상위10%),경기,경기도 고양시덕양구내에서 2019년도에 반경50m 이내 다른사고12건 이상 지역,부족,62,17,0,9,U턴중 / 안전거리미확보 / 기타
2순위 (일반부족 상위10%),부산,부산광역시 동래구내에서 2018년도에 반경50m 이내 다른사고8건 이상 지역,부족,62,22,0,8,U턴중 / 기타 / 안전거리미확보
2순위 (일반부족 상위10%),부산,부산광역시 부산진구내에서 2023년도에 반경50m 이내 다른사고12건 이상 지역,부족,62,12,0,10,U턴중 / 기타 / 안전거리미확보
2순위 (일반부족 상위10%),인천,인천광역시 서구내에서 2020년도에 반경50m 이내 다른사고12건 이상 지역,부족,62,22,0,8,안전거리미확보 / 기타 / U턴중
2순위 (일반부족 상위10%),서울,서울특별시 금천구내에서 2017년도에 반경50m 이내 다른사고8건 이상 지역,부족,62,17,0,9,신호위반 / 기타 / 안전거리미확보
2순위 (일반부족 상위10%),경기,경기도 시흥시내에서 2021년도에 반경50m 이내 다른사고10건 이상 지역,부족,62,17,0,9,기타 / U턴중 / 안전거리미확보
2순위 (일반부족 상위10%),서울,서울특별시 동작구내에서 2019년도에 반경50m 이내 다른사고12건 이상 지역,부족,62,22,0,8,기타 / 중앙선침범
2순위 (일반부족 상위10%),서울,서울특별시 강남구내에서 2023년도에 반경50m 이내 다른사고14건 이상 지역,부족,62,32,0,6,안전거리미확보 / U턴중 / 기타
2순위 (일반부족 상위10%),경북,경상북도 경산시내에서 2018년도에 반경50m 이내 다른사고8건 이상 지역,부족,62,17,0,9,신호위반 / 기타
2순위 (일반부족 상위10%),경남,경상남도 사천시내에서 2018년도에 반경100m 이내 다른사고6건 이상 지역,부족,62,22,0,8,기타 / 안전거리미확보 / 신호위반
2순위 (일반부족 상위10%),광주,광주광역시 서구내에서 2024년도에 반경50m 이내 다른사고12건 이상 지역,부족,62,12,0,10,기타 / 안전거리미확보
2순위 (일반부족 상위10%),서울,서울특별시 서초구내에서 2018년도에 반경50m 이내 다른사고12건 이상 지역,부족,62,32,0,6,안전거리미확보 / U턴중 / 기타 / 신호위반
2순위 (일반부족 상위10%),대구,대구광역시 북구내에서 2019년도에 반경50m 이내 다른사고12건 이상 지역,부족,62,17,0,9,U턴중 / 기타 / 안전거리미확보
2순위 (일반부족 상위10%),서울,서울특별시 용산구내에서 2023년도에 반경50m 이내 다른사고8건 이상 지역,부족,62,17,0,9,기타 / 안전거리미확보
2순위 (일반부족 상위10%),전남,전라남도 순천시내에서 2017년도에 반경80m 이내 다른사고10건 이상 지역,부족,62,32,0,6,U턴중 / 기타 / 신호위반 / 안전거리미확보
2순위 (일반부족 상위10%),경기,경기도 안산시단원구내에서 2019년도에 반경50m 이내 다른사고12건 이상 지역,부족,62,22,0,8,안전거리미확보 / U턴중 / 기타
2순위 (일반부족 상위10%),대구,대구광역시 달서구내에서 2017년도에 반경50m 이내 다른사고14건 이상 지역,부족,62,27,0,7,기타 / U턴중 / 신호위반 / 안전거리미확보
2순위 (일반부족 상위10%),경기,경기도 성남시 분당구내에서 2019년도에 반경50m 이내 다른사고12건 이상 지역,부족,62,12,0,10,기타
2순위 (일반부족 상위10%),서울,서울특별시 강남구내에서 2019년도에 반경50m 이내 다른사고14건 이상 지역,부족,62,22,0,8,기타 / 안전거리미확보 / U턴중
2순위 (일반부족 상위10%),서울,서울특별시 마포구내에서 2023년도에 반경50m 이내 다른사고12건 이상 지역,부족,62,22,0,8,안전거리미확보 / 기타
2순위 (일반부족 상위10%),부산,부산광역시 남구내에서 2020년도에 반경50m 이내 다른사고8건 이상 지역,부족,62,22,0,8,U턴중 / 신호위반 / 안전거리미확보 / 기타
2순위 (일반부족 상위10%),서울,서울특별시 도봉구내에서 2017년도에 반경50m 이내 다른사고8건 이상 지역,부족,62,22,0,8,신호위반 / 기타 / 안전거리미확보
2순위 (일반부족 상위10%),경남,경상남도 통영시내에서 2024년도에 반경100m 이내 다른사고6건 이상 지역,부족,61,21,0,8,기타 / 안전거리미확보
2순위 (일반부족 상위10%),경기,경기도 용인시수지구내에서 2024년도에 반경50m 이내 다른사고8건 이상 지역,부족,61,11,0,10,U턴중 / 기타
2순위 (일반부족 상위10%),경기,경기도 파주시내에서 2024년도에 반경80m 이내 다른사고10건 이상 지역,부족,61,16,0,9,안전거리미확보 / 기타 / U턴중
2순위 (일반부족 상위10%),서울,서울특별시 동대문구내에서 2018년도에 반경50m 이내 다른사고12건 이상 지역,부족,61,26,0,7,U턴중 / 안전거리미확보 / 기타
2순위 (일반부족 상위10%),충북,충청북도 제천시내에서 2017년도에 반경100m 이내 다른사고6건 이상 지역,부족,61,16,0,9,기타 / U턴중
2순위 (일반부족 상위10%),서울,서울특별시 강남구내에서 2019년도에 반경50m 이내 다른사고14건 이상 지역,부족,61,31,0,6,안전거리미확보 / 신호위반 / U턴중 / 기타
2순위 (일반부족 상위10%),대구,대구광역시 중구내에서 2019년도에 반경50m 이내 다른사고8건 이상 지역,부족,61,21,0,8,안전거리미확보 / 기타 / U턴중
2순위 (일반부족 상위10%),서울,서울특별시 용산구내에서 2021년도에 반경50m 이내 다른사고8건 이상 지역,부족,61,16,0,9,안전거리미확보 / 기타
2순위 (일반부족 상위10%),전남,전라남도 여수시내에서 2020년도에 반경80m 이내 다른사고10건 이상 지역,부족,61,31,0,6,기타 / 안전거리미확보 / 신호위반
2순위 (일반부족 상위10%),서울,서울특별시 종로구내에서 2021년도에 반경50m 이내 다른사고8건 이상 지역,부족,61,31,0,6,안전거리미확보 / 기타 / U턴중
2순위 (일반부족 상위10%),서울,서울특별시 동대문구내에서 2017년도에 반경50m 이내 다른사고12건 이상 지역,부족,61,26,0,7,U턴중 / 기타 / 신호위반 / 안전거리미확보
2순위 (일반부족 상위10%),대전,대전광역시 대덕구내에서 2017년도에 반경50m 이내 다른사고8건 이상 지역,부족,61,21,0,8,기타 / U턴중
2순위 (일반부족 상위10%),경기,경기도 광명시내에서 2023년도에 반경50m 이내 다른사고8건 이상 지역,부족,61,31,0,6,기타 / 신호위반 / U턴중 / 안전거리미확보
2순위 (일반부족 상위10%),대전,대전광역시 중구내에서 2020년도에 반경50m 이내 다른사고12건 이상 지역,부족,61,21,0,8,U턴중 / 기타 / 안전거리미확보
2순위 (일반부족 상위10%),서울,서울특별시 관악구내에서 2023년도에 반경50m 이내 다른사고8건 이상 지역,부족,61,16,0,9,기타
2순위 (일반부족 상위10%),서울,서울특별시 동작구내에서 2019년도에 반경50m 이내 다른사고12건 이상 지역,부족,61,31,0,6,U턴중 / 안전거리미확보 / 기타
2순위 (일반부족 상위10%),인천,인천광역시 남동구내에서 2019년도에 반경50m 이내 다른사고12건 이상 지역,부족,61,26,0,7,기타 / 안전거리미확보 / U턴중
2순위 (일반부족 상위10%),서울,서울특별시 동작구내에서 2019년도에 반경50m 이내 다른사고12건 이상 지역,부족,61,21,0,8,안전거리미확보 / 기타
2순위 (일반부족 상위10%),경북,경상북도 영주시내에서 2018년도에 반경100m 이내 다른사고4건 이상 지역,부족,61,11,0,10,기타
2순위 (일반부족 상위10%),경기,경기도 시흥시내에서 2017년도에 반경80m 이내 다른사고10건 이상 지역,부족,61,26,0,7,안전거리미확보 / 기타
2순위 (일반부족 상위10%),부산,부산광역시 북구내에서 2024년도에 반경50m 이내 다른사고8건 이상 지역,부족,61,31,0,6,U턴중 / 기타 / 신호위반 / 안전거리미확보
2순위 (일반부족 상위10%),부산,부산광역시 중구내에서 2018년도에 반경50m 이내 다른사고6건 이상 지역,부족,61,16,0,9,U턴중 / 기타 / 신호위반
2순위 (일반부족 상위10%),경북,경상북도 칠곡군내에서 2020년도에 반경100m 이내 다른사고6건 이상 지역,부족,61,21,0,8,기타 / 중앙선침범 / U턴중
2순위 (일반부족 상위10%),서울,서울특별시 서대문구내에서 2022년도에 반경50m 이내 다른사고8건 이상 지역,부족,61,11,0,10,안전거리미확보 / 기타
2순위 (일반부족 상위10%),경남,경상남도 창원시 마산합포구내에서 2023년도에 반경50m 이내 다른사고6건 이상 지역,부족,61,16,0,9,안전거리미확보 / 기타
2순위 (일반부족 상위10%),서울,서울특별시 송파구내에서 2022년도에 반경50m 이내 다른사고14건 이상 지역,부족,61,21,0,8,기타 / U턴중 / 안전거리미확보 / 신호위반
2순위 (일반부족 상위10%),충북,충청북도 청주시 흥덕구내에서 2024년도에 반경50m 이내 다른사고12건 이상 지역,부족,61,26,0,7,안전거리미확보 / 신호위반 / U턴중 / 기타
2순위 (일반부족 상위10%),강원,강원도 횡성군내에서 2020년도에 반경100m 이내 다른사고4건 이상 지역,부족,61,16,0,9,기타
2순위 (일반부족 상위10%),서울,서울특별시 송파구내에서 2017년도에 반경50m 이내 다른사고14건 이상 지역,부족,61,21,0,8,기타 / 안전거리미확보
2순위 (일반부족 상위10%),강원,강원도 원주시내에서 2021년도에 반경80m 이내 다른사고10건 이상 지역,부족,61,16,0,9,안전거리미확보 / 기타
2순위 (일반부족 상위10%),서울,서울특별시 동작구내에서 2017년도에 반경50m 이내 다른사고12건 이상 지역,부족,61,26,0,7,기타 / 안전거리미확보
2순위 (일반부족 상위10%),부산,부산광역시 부산진구내에서 2024년도에 반경50m 이내 다른사고12건 이상 지역,부족,61,21,0,8,기타 / 안전거리미확보
2순위 (일반부족 상위10%),대구,대구광역시 남구내에서 2018년도에 반경50m 이내 다른사고8건 이상 지역,부족,61,16,0,9,U턴중 / 안전거리미확보 / 기타
2순위 (일반부족 상위10%),경기,경기도 양평군내에서 2022년도에 반경100m 이내 다른사고6건 이상 지역,부족,61,21,0,8,U턴중 / 기타 / 과속 / 신호위반
2순위 (일반부족 상위10%),대전,대전광역시 서구내에서 2017년도에 반경50m 이내 다른사고14건 이상 지역,부족,61,26,0,7,기타 / 안전거리미확보 / U턴중
2순위 (일반부족 상위10%),경기,경기도 부천시내에서 2019년도에 반경50m 이내 다른사고14건 이상 지역,부족,61,21,0,8,기타 / U턴중 / 안전거리미확보
2순위 (일반부족 상위10%),충북,충청북도 청주시 흥덕구내에서 2019년도에 반경50m 이내 다른사고12건 이상 지역,부족,61,21,0,8,신호위반 / U턴중 / 기타 / 안전거리미확보
2순위 (일반부족 상위10%),대전,대전광역시 서구내에서 2022년도에 반경50m 이내 다른사고14건 이상 지역,부족,61,26,0,7,신호위반 / U턴중 / 기타 / 안전거리미확보
2순위 (일반부족 상위10%),광주,광주광역시 광산구내에서 2017년도에 반경50m 이내 다른사고12건 이상 지역,부족,61,16,0,9,U턴중 / 기타 / 안전거리미확보
2순위 (일반부족 상위10%),광주,광주광역시 광산구내에서 2017년도에 반경50m 이내 다른사고12건 이상 지역,부족,61,26,0,7,신호위반 / 중앙선침범 / 안전거리미확보 / 기타
2순위 (일반부족 상위10%),서울,서울특별시 동작구내에서 2020년도에 반경50m 이내 다른사고12건 이상 지역,부족,61,26,0,7,기타 / 안전거리미확보
2순위 (일반부족 상위10%),서울,서울특별시 구로구내에서 2020년도에 반경50m 이내 다른사고12건 이상 지역,부족,61,21,0,8,신호위반 / 안전거리미확보 / U턴중 / 기타
2순위 (일반부족 상위10%),부산,부산광역시 동래구내에서 2017년도에 반경50m 이내 다른사고8건 이상 지역,부족,61,21,0,8,신호위반 / U턴중 / 기타
2순위 (일반부족 상위10%),부산,부산광역시 부산진구내에서 2017년도에 반경50m 이내 다른사고12건 이상 지역,부족,61,21,0,8,안전거리미확보 / 기타 / U턴중
2순위 (일반부족 상위10%),서울,서울특별시 노원구내에서 2021년도에 반경50m 이내 다른사고12건 이상 지역,부족,61,21,0,8,기타 / 신호위반 / 안전거리미확보
2순위 (일반부족 상위10%),경기,경기도 성남시분당구내에서 2017년도에 반경50m 이내 다른사고12건 이상 지역,부족,61,21,0,8,안전거리미확보 / 신호위반 / 기타
2순위 (일반부족 상위10%),경남,경상남도 창원시 진해구내에서 2023년도에 반경50m 이내 다른사고8건 이상 지역,부족,61,21,0,8,기타 / 안전거리미확보 / U턴중
2순위 (일반부족 상위10%),경기,경기도 수원시 팔달구내에서 2022년도에 반경50m 이내 다른사고8건 이상 지역,부족,61,26,0,7,U턴중 / 신호위반 / 안전거리미확보 / 기타
2순위 (일반부족 상위10%),부산,부산광역시 사하구내에서 2018년도에 반경50m 이내 다른사고8건 이상 지역,부족,61,11,0,10,신호위반 / U턴중 / 기타 / 안전거리미확보
2순위 (일반부족 상위10%),서울,서울특별시 서대문구내에서 2021년도에 반경50m 이내 다른사고8건 이상 지역,부족,61,21,0,8,신호위반 / 기타 / 안전거리미확보
2순위 (일반부족 상위10%),경기,경기도 의정부시내에서 2020년도에 반경80m 이내 다른사고10건 이상 지역,부족,61,16,0,9,안전거리미확보 / 기타 / 신호위반 / U턴중
2순위 (일반부족 상위10%),부산,부산광역시 부산진구내에서 2017년도에 반경50m 이내 다른사고12건 이상 지역,부족,61,21,0,8,안전거리미확보 / 기타 / 신호위반
2순위 (일반부족 상위10%),대전,대전광역시 대덕구내에서 2024년도에 반경50m 이내 다른사고8건 이상 지역,부족,60,15,0,9,기타 / 안전거리미확보
2순위 (일반부족 상위10%),경북,경상북도 구미시내에서 2019년도에 반경80m 이내 다른사고10건 이상 지역,부족,60,30,0,6,안전거리미확보 / U턴중 / 기타
2순위 (일반부족 상위10%),부산,부산광역시 중구내에서 2022년도에 반경50m 이내 다른사고6건 이상 지역,부족,60,30,0,6,기타 / U턴중
2순위 (일반부족 상위10%),경북,경상북도 포항시 남구내에서 2023년도에 반경50m 이내 다른사고12건 이상 지역,부족,60,20,0,8,기타
2순위 (일반부족 상위10%),충남,충청남도 천안시서북구내에서 2018년도에 반경50m 이내 다른사고12건 이상 지역,부족,60,35,0,5,기타
2순위 (일반부족 상위10%),경기,경기도 의정부시내에서 2017년도에 반경80m 이내 다른사고10건 이상 지역,부족,60,20,0,8,U턴중 / 기타 / 신호위반
2순위 (일반부족 상위10%),경기,경기도 고양시덕양구내에서 2024년도에 반경50m 이내 다른사고12건 이상 지역,부족,60,20,0,8,안전거리미확보 / 기타
2순위 (일반부족 상위10%),경기,경기도 남양주시내에서 2024년도에 반경80m 이내 다른사고10건 이상 지역,부족,60,10,0,10,기타 / 안전거리미확보
2순위 (일반부족 상위10%),서울,서울특별시 종로구내에서 2017년도에 반경50m 이내 다른사고12건 이상 지역,부족,60,20,0,8,기타 / 안전거리미확보 / U턴중
2순위 (일반부족 상위10%),울산,울산광역시 중구내에서 2021년도에 반경50m 이내 다른사고6건 이상 지역,부족,60,15,0,9,신호위반 / 안전거리미확보 / 기타
2순위 (일반부족 상위10%),충남,충청남도 천안시서북구내에서 2021년도에 반경50m 이내 다른사고12건 이상 지역,부족,60,35,0,5,기타 / 안전거리미확보 / U턴중
2순위 (일반부족 상위10%),서울,서울특별시 중랑구내에서 2017년도에 반경50m 이내 다른사고12건 이상 지역,부족,60,15,0,9,기타 / 안전거리미확보
2순위 (일반부족 상위10%),대구,대구광역시 동구내에서 2021년도에 반경50m 이내 다른사고12건 이상 지역,부족,60,30,0,6,U턴중 / 기타 / 안전거리미확보
2순위 (일반부족 상위10%),부산,부산광역시 부산진구내에서 2022년도에 반경50m 이내 다른사고12건 이상 지역,부족,60,30,0,6,기타 / 안전거리미확보
2순위 (일반부족 상위10%),경기,경기도 의정부시내에서 2018년도에 반경80m 이내 다른사고10건 이상 지역,부족,60,30,0,6,안전거리미확보 / U턴중 / 기타
2순위 (일반부족 상위10%),광주,광주광역시 광산구내에서 2020년도에 반경50m 이내 다른사고14건 이상 지역,부족,60,20,0,8,기타 / 안전거리미확보
2순위 (일반부족 상위10%),경기,경기도 성남시 분당구내에서 2023년도에 반경50m 이내 다른사고14건 이상 지역,부족,60,30,0,6,안전거리미확보 / 기타
2순위 (일반부족 상위10%),충남,충청남도 태안군내에서 2018년도에 반경100m 이내 다른사고4건 이상 지역,부족,60,10,0,10,기타
2순위 (일반부족 상위10%),부산,부산광역시 중구내에서 2020년도에 반경50m 이내 다른사고4건 이상 지역,부족,60,20,0,8,안전거리미확보 / 기타
2순위 (일반부족 상위10%),대구,대구광역시 중구내에서 2017년도에 반경50m 이내 다른사고8건 이상 지역,부족,60,25,0,7,U턴중 / 안전거리미확보 / 기타
2순위 (일반부족 상위10%),서울,서울특별시 마포구내에서 2017년도에 반경50m 이내 다른사고12건 이상 지역,부족,60,25,0,7,기타 / 신호위반 / 안전거리미확보 / U턴중
2순위 (일반부족 상위10%),경기,경기도 성남시 분당구내에서 2023년도에 반경50m 이내 다른사고14건 이상 지역,부족,60,25,0,7,안전거리미확보 / U턴중 / 기타
2순위 (일반부족 상위10%),경기,경기도 성남시 분당구내에서 2024년도에 반경50m 이내 다른사고12건 이상 지역,부족,60,15,0,9,안전거리미확보 / 기타
2순위 (일반부족 상위10%),부산,부산광역시 동래구내에서 2019년도에 반경50m 이내 다른사고8건 이상 지역,부족,60,20,0,8,기타 / U턴중 / 안전거리미확보
2순위 (일반부족 상위10%),부산,부산광역시 서구내에서 2023년도에 반경50m 이내 다른사고6건 이상 지역,부족,60,20,0,8,기타 / 안전거리미확보
2순위 (일반부족 상위10%),대전,대전광역시 중구내에서 2024년도에 반경50m 이내 다른사고8건 이상 지역,부족,60,30,0,6,기타 / 안전거리미확보
2순위 (일반부족 상위10%),제주,제주도 제주시내에서 2018년도에 반경50m 이내 다른사고10건 이상 지역,부족,60,10,0,10,안전거리미확보 / 기타
2순위 (일반부족 상위10%),부산,부산광역시 북구내에서 2020년도에 반경50m 이내 다른사고8건 이상 지역,부족,60,25,0,7,기타 / 안전거리미확보
2순위 (일반부족 상위10%),부산,부산광역시 부산진구내에서 2019년도에 반경50m 이내 다른사고12건 이상 지역,부족,60,20,0,8,안전거리미확보 / U턴중 / 기타 / 신호위반
2순위 (일반부족 상위10%),인천,인천광역시 중구내에서 2019년도에 반경50m 이내 다른사고6건 이상 지역,부족,60,15,0,9,기타
2순위 (일반부족 상위10%),대구,대구광역시 동구내에서 2020년도에 반경50m 이내 다른사고12건 이상 지역,부족,60,25,0,7,기타 / 안전거리미확보
2순위 (일반부족 상위10%),경기,경기도 수원시 팔달구내에서 2021년도에 반경50m 이내 다른사고8건 이상 지역,부족,60,25,0,7,기타 / 안전거리미확보 / U턴중
2순위 (일반부족 상위10%),대전,대전광역시 서구내에서 2022년도에 반경50m 이내 다른사고14건 이상 지역,부족,60,20,0,8,기타 / 안전거리미확보 / 신호위반
2순위 (일반부족 상위10%),경기,경기도 동두천시내에서 2017년도에 반경100m 이내 다른사고4건 이상 지역,부족,60,10,0,10,U턴중 / 기타
2순위 (일반부족 상위10%),서울,서울특별시 구로구내에서 2024년도에 반경50m 이내 다른사고12건 이상 지역,부족,60,25,0,7,U턴중 / 기타 / 안전거리미확보
